given_name_A,surname_A,street_number_A,address_1_A,address_2_A,suburb_A,postcode_A,state_A,date_of_birth_A,soc_sec_id_A,given_name_B,surname_B,street_number_B,address_1_B,address_2_B,suburb_B,postcode_B,state_B,date_of_birth_B,soc_sec_id_B,match
gillian,chandler,232.0,caladenia street,nan,gowrie,3150,nsw,19960922.0,4237925,chloe,campbell,26.0,darcy close,blxgrove,kedron,7249,sa,19210221.0,3030490,0
jed,boulter,41.0,mcmillan crescent,old post office,bundaberg,5213,nsw,19471229.0,2521349,benjamin,green,12.0,woolner circuit,mirani,reynella,2905,sa,nan,8195933,0
nan,ryan,20.0,ashburton circuit,wilderness,cressy,2580,vic,19890211.0,3864187,emiily,crapp,3.0,couchman c rescent,glendower,ramsgate,2035,nsw,19500106.0,6187478,0
roy,howie,59.0,reader court,rosebery hill,wanniassa,4213,qld,19360115.0,9350479,hayley,morrion,35.0,kirkwood crescent,vill a 183,sprin gwood,2396,vic,19000326.0,8113043,0
jessica,serafin,11.0,bucknel circuit,farm shed,toowong,3130,nsw,19140516.0,5581897,nicola,orchatd,12.0,mollison street,nan,cherrybrook,3915,nsw,19530103.0,1330482,0
holly,du,151.0,harricks crescent,shopping village,brighton,2162,vic,19390830.0,5581617,boyle,judah,289.0,nan,sapama park,west kepmsey,2225,wa,19000503.0,8429976,0
connor,arda,35.0,fenner street,summervale,south melbourne,2530,wa,19750417.0,9721130,lachlan,shephaerd,1.0,grainger circuit,willandra,adaminaby,7250,nsw,19080122.0,3139543,0
kalli,houldsworth,23.0,fellows street,ardmona,claremont meadows,5041,nsw,19871214.0,9768941,nan,vincent,47.0,kentstreet,nan,forest hlil,4655,vic,19190304.0,5807175,0
thomas,grooby,6.0,noel ryan garden,emu ground,new lambton heights,2460,nsw,19640331.0,3528341,tayya,vandelaar,122.0,boehm close,florina park,port macquarie,2077,vic,19210928.0,9424556,0
erin,buttrose,487.0,greeves street,aprt 22,clarkson,5172,vic,19810203.0,5640265,koula,houseling,3.0,mileha m street,old airdmillan road,williamstown,2350,nsw,19440718.0,6375537,0
ned,ryan,3.0,carpenter close,burrawong park,cowell,2010,vic,19020623.0,1816092,anton,navalli,21.0,cambridgestreet,west park,undercale,5723,vic,19740929.0,8760134,0
alice,neumann,82.0,shand place,lindsay island,karratha,3131,qld,19731130.0,8004272,nicholas,huxley,12.0,biala place,c w v,anglsea,3109,nsw,19921105.0,6501674,0
ella,guyatt,19.0,domain street,lansdowne,st kilda east,5417,vic,19360703.0,9745316,charlogte,donaldson,3.0,federal highway,allamby biala street,kilcunda,4073,nsw,19541208.0,5650823,0
cooper,fitzpatrick,94.0,owen dixon drive,nan,collie,2525,nsw,19870622.0,1736085,alana,weluk,nan,cade place,locn 5940,crestmiad,7006,nsw,19150308.0,5179887,0
danika,colquhoun,nan,summerland circuit,victoria square,willagee,3194,qld,19661116.0,9078185,nan,berry,276.0,cooranil,victoria street,bayswater,3166,nsw,19250620.0,3866668,0
lauren,perre,22.0,castleton crescent,karinyah,orange,7250,qld,19820605.0,6993851,nan,maier,36.0,nan,pine view,rydd,4070,nsw,19020410.0,4418189,0
mikayla,webb,144.0,cooling place,nan,norwood,800,sa,19880716.0,8983519,madeleine,white,50.0,hunter street,universityhsores,marlow lagoon,2500,sa,19401228.0,6386791,0
rebecca,wojciechowski,16.0,evergood close,diment towers,pelican waters,7018,nsw,19881017.0,5881744,jayde,glass,15.0,macarthur avenue,shillelath park,glenella,3200,vic,19161226.0,9446536,0
william,campbell,448.0,tarra place,lochenfels,savage river,3075,qld,19630610.0,7272235,keeley,moolenaar,18.0,tangaristreet,sec 1,mosman,4680,nsw,19240130.0,2647421,0
zachary,mccurdy,9.0,blandon place,dinta,mirrabooka,4171,nsw,19771202.0,3404376,joel,warneke,47.0,walsh place,corra-lynn,carrick,2529,nsw,19160910.0,4818906,0
joshua,wardle,13.0,pennefather street,greenlake,joondanna,2605,act,19450501.0,4072887,date,lowe,16.0,light street,tullatoola,kingsthorpe,2122,nsw,19970128.0,3816506,0
daniel,rollins,22.0,hemmings crescent,flt 68,wantirna,3916,nsw,19840108.0,9812011,macy,donalwson,nan,laseron place,barossa village,altona meadows,2760,vic,nan,6788131,0
casey,flatman,3.0,wyselaskie circuit,nan,mentone,7250,vic,19931002.0,9564208,jasck,rochette,53.0,bennelong crescent,bexley,lakeba,4352,vic,19921210.0,4014081,0
riley,bennell,39.0,sabine close,browne's reef,toowoomba,4556,qld,19441206.0,1596501,nan,campbell,4.0,dunbar svtreet,delicate nobby street,cloverdale,2528,vic,19480406.0,8607518,0
julia,worsley,9.0,aggie place,nan,bellevue hill,2877,nsw,19780815.0,5650768,zachary,webb,97.0,witt place,nan,laurieton,2206,vic,nan,8708647,0
madison,penberthy,12.0,dunbar street,wal 53581,villawood,4621,nsw,19931005.0,4607576,elly,webb,11.0,gouger sthreet,everxgreen,leichhardt,2550,nsw,19240923.0,6770160,0
emiily,dolan,19.0,bagshaw place,legacy units,hopefield,2705,tas,19320911.0,7815080,kelsey,ovens,63.0,biraban place,eventidexhomes,st albans,2470,act,19891030.0,4850685,0
dominic,jormanainen,nan,geeves court,greta main,nan,6025,vic,19880214.0,7639310,reegan,noble,4.0,kauper street,poplars,carlinxford,7173,vic,19501211.0,7621584,0
jinni,grossman,5.0,maddison close,langunyah,north ryde,5253,nsw,19251101.0,9474636,jessica,dixon,161.0,fred johns crescent,nan,eaglehawk,3556,qld,19281113.0,6245244,0
lushia,george,15.0,faithfull circuit,tynwall,cranbourne,5083,nsw,19180219.0,9545129,jessica,kranz,nan,the mews royalhhotel bldg,brunton street,norwood,5159,sa,19880226.0,7412923,0
lauren,gastarini,12.0,spowers circuit,menedebri,modbury,4680,vic,19731226.0,5596194,samara,campbell,nan,packham place,kokoda hostel,burpenkgary,3136,wa,19010604.0,6449470,0
jaykob,ladyman,76.0,carbeen street,apmnt 65,guyra,2564,vic,19071217.0,2992907,joshua,crouch,94.0,forbes street,nan,johnsonville,2327,sa,19700216.0,4813329,0
joshua,ryan,14.0,wynn street,tathra,bilpin,2529,vic,19240510.0,2519978,mitchell,dent,nan,partridge street,elizabeth residential village,ballarat,2285,vic,19900531.0,1162702,0
alicia,white,9.0,darrell place,nan,fletcher,2850,vic,19821015.0,7695489,natasha,clarke,63.0,mallanganee,tasmania circle,whitemore,2840,sa,19710223.0,5969104,0
harry,camp,28.0,sharwood crescent,nan,laverton,2153,vic,nan,8240507,szymczak,keely,17.0,kosciusko avenue,trevena,kingspark,2137,vic,19711125.0,2525516,0
emiily,scheel,12.0,cuscaden crescent,hopeview,jamboree heights,4816,vic,19521013.0,4479115,nicfholas,champion de crespign,8.0,deuchar lcose,lanena lodge,ryde,3181,qld,19230403.0,3235310,0
madeleine,birthisel,nan,marulda street,nunkeri,abbotsford,2820,vic,19960805.0,7177159,thomas,monis,30.0,schofiel d place,duck creek,terrey hills,2145,nsw,19620331.0,3724382,0
barnaby,moody,1.0,learmonth drive,sun city resort,emerald beach,2480,act,19150718.0,7082194,nan,blae,142.0,forbesastreet,white lodge,mill park,3133,sa,19990618.0,5715448,0
nan,herbert,2.0,copland drive,booligal,gin gin,3971,nsw,19160928.0,7114569,william,white,331.0,stanburo close,nan,hawthorn,5092,wa,19120603.0,6104386,0
tiffany,schuster,35.0,vanzetti crescent,snug beach cvn park,smithfield,2579,wa,19440522.0,6698734,lily,webb,274.0,conlon crescent,strathalancommunity,oakleigh,2050,vic,19920411.0,8994352,0
tiahnee,clarke,3.0,golden grove,nan,dural,7000,nsw,19790215.0,9714630,nell,reid,14.0,groom street,warrina lakes,goonellqbah,2775,nsw,19850813.0,9822354,0
john-paul,conrick,nan,marrakai street,gummin gummin,canterbury,2263,qld,19651203.0,6164537,nan,reid,11.0,nan,green lzgoon,camp hill,6026,vic,19671214.0,5483640,0
kadin,david,20.0,frater crescent,nareen gardens hostel,ottoway,4218,nsw,19020916.0,8270473,brokengshire,rosie,34.0,antill street,hse13,athelstone,2042,qld,19770815.0,3921318,0
lauren,hainke,2.0,la perouse street,rhode island resort,old erowal bay,4505,qld,19040319.0,8687104,carlin,brooker,57.0,sturtaevnue,lakeview court,alice springs,3174,qld,19651223.0,4263375,0
tiana,green,18.0,grylls crescent,rsl veterans retir,blakehurst,4670,qld,19151215.0,6565990,mia,white,40.0,dyson street,dishley farm,elsternwick,7249,sa,19410125.0,1462412,0
connor,shepherd,7.0,bulloo place,nan,kangaroo flat,4621,wa,19681115.0,1737778,noah,birthisel,nan,marulda street,nunkeri,abbotsford,2820,vic,19960805.0,7177159,0
nan,babic,1.0,totterdell street,cooingale,st albans,4060,sa,19450403.0,4779301,ethan,malvestuto,14.0,macnaughton street,veone,lauridton,2577,nsw,19520506.0,1707216,0
william,buhagiar,127.0,mataranka street,retirement village,mundingburra,5211,nsw,19350212.0,5998949,gastarini,lauren,12.0,spowers circuit,menedebri,modu bry,4680,vic,19731226.0,5596194,0
sophie,mason,22.0,sturgess place,acadia,pacific paradise,3215,nsw,19790301.0,2531438,tiana,worthington-eyre,10.0,hassell place,governosr resort,corrinal,6112,qld,19171101.0,3674431,0
vendula,middlin,4.0,baldwin drive,nan,orbost,6108,wa,19790820.0,4808614,waller,brooke,25.0,la peros e street,watcho rns hill,st lucia,3995,wa,19680216.0,5166618,0
laura,mizon,52.0,mugga lane,jarrah rd shopping town,penguin,2038,nsw,19510906.0,9223852,isabella,crimes,5.0,newbu place,gracemece grdns,cecil hills,5351,viv,nan,2238755,0
ryan,moody,7.0,tyrrell circuit,pooley bridge,nedlands,3809,nsw,19320818.0,7217442,ethan,greenhalgh,nan,crozier circuit,richn o,rosebrook,4156,qld,19400702.0,4863653,0
timothy,webb,23.0,tom roberts avenue,cathederal place,padstow heights,2193,nsw,19270531.0,2303333,tegan,whitelley,7.0,casuarina street,retiremen tvillage,oakleigh,5111,nsw,19440305.0,6180156,0
saara,ljubic,2.0,tompsitt court,gracewood aged care centre,melville,4575,sa,19970725.0,3886202,kai,wilczke,83.0,oliver street,appleglen,toowoomba,7285,wa,19290502.0,1878744,0
hana,gianakis,6.0,madigan street,weowner,mooloolaba,3101,qld,19950522.0,9028103,nichohlas,rees,24.0,murrell place,harriman park,hemmant,5162,nsw,19350408.0,3061813,0
tess,sherriff,58.0,burkitt street,oxonia,lavington,4037,vic,19270919.0,8204283,connor,sleat,21.0,toohey lace,manor court,highett,3081,nsw,19040425.0,3130394,0
nathan,clarke,33.0,stobie place,coolamon road,ascot,2218,qld,19121126.0,9963518,michafla,jakimow,8.0,stanleykstreet,miami,winstonbhills,4223,nan,19151111.0,5304218,0
willow,gowling,39.0,hannaford street,the briar patch,moama,4570,vic,19690421.0,9703540,emiily,brambld,7.0,collybur l rcescent,arcadia,stratford,5087,vic,19290305.0,1960201,0
abigail,paterson,2.0,bega flats,bowen park,blakehurst,4151,tas,19021218.0,4253487,joshua,petersen,8.0,wybalen a grove,lyra park,surry hills,3162,vic,nan,4895026,0
benjamin,liccioni,2.0,golden grove,jestarlei,lavington,2042,wa,19100711.0,2197467,dakota,jeffries,27.0,redcliffekstreet,drayton villas,ringwood north,5113,wa,19050412.0,5624716,0
tate,spagnoletti,29.0,blamey crescent,tullatoola,wangaratta,4520,qld,19200505.0,7390367,hudson,clarke,nan,port jacks on circuit,nan,port lincoln,2680,vic,19600417.0,7391640,0
james,clarke,119.0,moondarra street,de cameron,tweed heads,3095,vic,19061129.0,6885994,jessica,mayer,25.0,dugan street,nan,nambour,6056,sa,19340201.0,3346974,0
elly,miles,2.0,vidal place,pacific regis,loganlea,6061,qld,19451126.0,5179731,talfiah,bunug ugrr,18.0,eldridge street,drayton,wallsend,2031,qld,19760404.0,1387033,0
nan,greenland,3.0,dines place,bayford cottage,blue haven,2526,vic,19240628.0,5073770,lucas,mcgrgeor,29.0,brigden crescent,deridgeree,casio,3135,nsw,19491115.0,7215881,0
delaney,nan,3.0,o'sullivan street,the lodge,mount evelyn,2166,nsw,19331220.0,7133986,calvin,herbert,5.0,shortland rcescent,kookaburr avillage,kaloama,3130,nsw,19990902.0,4778880,0
fergus,ryan,238.0,percy crescent,mariner views,birmingham gardens,2148,nsw,19021227.0,4783232,rosie,whitr,2.0,snowden place,brambletye vinyard,black rock,835,wa,19020405.0,4810152,0
alexander,george,11.0,eaglemont retreat,tarqua,dapto,3087,vic,19970108.0,7688076,kayl,stanley,378.0,namatjiar drive,campaspe,pullenvale,5097,tas,19480518.0,3422844,0
reeve,michelmore,17.0,wambaya crescent,war veterans hme,cooloongup,6112,wa,19940723.0,8143187,jye,hewetson,46.0,jabanungga avenue,moorabee,bowen mountain,2148,vic,19500330.0,7093866,0
jasper,ryan,58.0,clifford crescent,karbar station,brunswick west,2480,vic,19331202.0,5561624,rosoe,karlsen,48.0,lowe court,cottonwood,redbank lains,3013,nsw,19041101.0,3233946,0
karla,adair,56.0,launceston street,aprt 504,clarkson,2032,nsw,19860315.0,1526150,nan,robson,10.0,flegg crescent,kuliu p,woongarrah,3149,nsw,19880603.0,6084403,0
raquel,staude,44.0,merv waite street,nan,terrey hills,3078,nsw,nan,2866688,josyua,white,11.0,finlaysonz place,hayfield vlge,the enyrance,4178,nsw,19560417.0,3821555,0
andrew,white,12.0,hyndes crescent,sawtell vet hosptl & clnc,blair athol,6070,wa,19620801.0,6464292,harrison,du,22.0,cooks treet,green abnk,adelong,5244,wa,19320522.0,6650303,0
jessica,mason,27.0,garsia street,warhaven home,lower templestowe,2160,wa,19320216.0,1753787,liaym,beckwith,6.0,murrung crescent,nan,revesby,3155,sa,19730522.0,2475787,0
diamond,branston,124.0,longstaff street,two sticks estate,grenfell,3108,nsw,19720728.0,7015483,zali,walppkle,25.0,william husson crescent,muralappi,brymaroo,3147,wa,19550701.0,9616019,0
amy,sommariva,26.0,fernie place,glenfine station,surrey hills,6167,nsw,19920303.0,8853255,annabel,thorpe,5.0,thake place,parry house,mulgrave east,2573,vic,19480708.0,1654518,0
cooper,fitzpatrick,94.0,owen dixon drive,nan,collie,2525,nsw,19870622.0,1736085,lauren,ferri,121.0,hedgerstreet,nan,banypo,3150,wa,19440118.0,9553756,0
zane,tao,5.0,cromwell circuit,heversham,lalor,4825,nsw,19631204.0,7503892,monique,novak,8.0,garanya street,bells hills,dianella,2611,vic,19050719.0,9734143,0
jed,boulter,41.0,mcmillan crescent,old post office,bundaberg,5213,nsw,19471229.0,2521349,ella,wedmaier,7.0,duffystreet,glenpora,eulxo,2020,qld,19410630.0,4581426,0
jack,stamoulos,9.0,mchugh street,nan,gilmore,2780,vic,19320215.0,2099471,alessandra,druitt,4.0,frome street,brightwater villas,dunsb rolugh,2795,qld,19810517.0,7828185,0
madison,coltman,5.0,cowlishaw street,tathra river est,goonellabah,3075,vic,19560602.0,2561010,nan,webb,25.0,toolambi street,villa 235 henry kendall vlge,helens hill,6166,sa,19470715.0,1945645,0
chloe,mason,62.0,kinchela crescent,meilene retirement,spotswood,6530,vic,19400204.0,7931480,ruby,vincent,1.0,gawler cerscent,knmre street,graceville,3585,nsw,19700602.0,6532162,0
jack,raward,125.0,eaves street,berkeley vlge,ridgeway,6233,act,19800919.0,7286272,klye,armient o,266.0,jaegerc ircuit,kookabura village,elwood,7307,vic,19570728.0,3494623,0
blaize,mcfadden,12.0,fitchett street,brentwood village,yass,2062,nsw,19470701.0,1930825,nathan,ryan,1304.0,nan,bute pkrk,berwick,2228,qld,19921218.0,5533064,0
tai,stanley,29.0,blamey crescent,ocean star villas,gordonvale,3915,nsw,19141011.0,4459842,kydan,siviour,18.0,galibalesgreet,the willows,nan,2327,nsw,19830421.0,8231850,0
jake,jongewaard,195.0,proserpine court,caroona village,taree,2035,act,19200201.0,4423130,copp,troy,32.0,chinner c rescent,huntington,dural,6105,nsw,19921025.0,8516174,0
hana,nirta,113.0,mcburney crescent,caroona village,glen eden,4814,qld,19940127.0,5873271,louise,butt,20.0,chirnside circuit,robiny,mclaren vale,7004,vic,19250204.0,4646918,0
blaize,koopman,17.0,allison place,aldersyde estate,balwyn north,4650,nsw,19110608.0,7823755,nan,homann,45.0,sommers street,professionak centre,vaucluse,4873,vic,19130214.0,7096543,0
ethan,fitzpatrick,10.0,laughton street,manor park,thornbury,6258,vic,19040922.0,6023201,samantha,coady,5.0,michie dtreet,tallaranie,minlaton,5024,vic,19951116.0,5201652,0
andrew,iovino,21.0,seddon place,civic centre,millers point,2763,nsw,19560823.0,3865428,emiily,crapp,3.0,couchman c rescent,glendower,ramsgate,2035,nsw,19500106.0,6187478,0
hannah,insley,4.0,wanganeen avenue,plumpton park,drysdale,3199,vic,19921024.0,3031015,jarde,klemm,nan,nan,cowaryst ation,batemqn,6152,act,19770328.0,4616949,0
damien,garnett,4.0,narrabundah lane,laure,penola,6168,nsw,19480129.0,7916610,makayla,thredgold,29.0,chillagoestreet,west road,campbellfield,5107,nsw,19530218.0,5691229,0
tiarna,burghof,1.0,nan,delmar,keysborough,2550,vic,19911125.0,8808422,thoonen,makayla,119.0,tullaroop street,rosetta village,byford,3977,vic,19750818.0,1423820,0
kiana,lenzi,35.0,bugden avenue,the meadows,goodooga,2075,nan,19110824.0,6557448,zac,ryan,nan,naas lose,willandrarvillage,applecross,7249,nsw,19340605.0,9433767,0
lachlan,mandry,3.0,richardson street,lake chatsworth,christies beach,2040,tas,19220410.0,1565982,jenna,goode,49.0,hedland circuit,kel a,kingaroy,3516,nsw,19920828.0,4224901,0
bree,boase,48.0,lyndon street,rathdangan,east melbourne,2087,nsw,19210614.0,2185538,kobe,brock,14.0,folingsby street,yarrandale,coonamble,4575,qld,19941016.0,6183698,0
christian,faull,23.0,delprat circuit,erina gardns,maryborough,2430,sa,19510814.0,6483913,lachlan,mcgremgor,29.0,dexter street,champsa ur,acacia ridge,2430,nsw,19140121.0,2910651,0
rachel,matthews,359.0,lambrigg street,main beach medical centre,burpengary,4209,qld,19290411.0,8890950,noah,menzhies,18.0,bingley crescent,east lynn,abbotsford,870,nsw,19391026.0,1502043,0
brianna,waterston,8.0,monaro crescent,parraweena,hoppers crossing,2168,nsw,19571109.0,4074359,william,white,331.0,stanburo close,nan,hawthorn,5092,wa,19120603.0,6104386,0
nan,babic,1.0,totterdell street,cooingale,st albans,4060,sa,19450403.0,4779301,tynn,nan,2.0,gallegha n circuit,nan,wakeley,4655,wa,19800407.0,1022048,0
alessandra,thorpe,33.0,crowder circuit,melrose farm,karalee,7250,qld,19080406.0,8221563,nguyen,bailee,17.0,undoolya street,nan,kurri kurri,4128,qld,19100708.0,1573421,0
naomi,matthews,81.0,tate street,kawana shoppingworld medical centre,nan,2192,vic,19821011.0,1390365,talis,dhara,14.0,kirkham place,nan,bidwill,4160,wa,19700715.0,9048094,0
tyler,pascoe,4.0,blackburn street,henry kendall bayside,ivanhoe,4221,vic,19740817.0,8405094,benjamin,fiorenza,20.0,nan,boronia lodge,batemans bay,2295,wa,19451117.0,4087941,0
isabella,jessup,61.0,downes place,spring ridge,ardeer,3058,nsw,19331204.0,4702512,alicia,mollross,72.0,mcnamara street,corobie,kuravy,4552,qld,19050908.0,7195535,0
kylee,pennell,1.0,chewings street,drypoint,nan,4570,sa,19000320.0,4020041,georgia,coffey,41.0,disneycourt,siesta caravn park,coonabarabran,2428,act,19960110.0,9287951,0
imogen,rees,5.0,ewing street,austral farm,diggers rest,4034,qld,19160829.0,9643284,adam,gilbertson,2.0,albermarle place,the willows,yarra juntion,5252,qld,19570515.0,8465469,0
alysha,alderman,28.0,benson crescent,southbidge,mill park,2261,nsw,19700704.0,1772593,nan,kars,120.0,gurrang svenue,nan,rosslea,3241,vic,19880426.0,5932561,0
jasper,rylands,10.0,abernethy street,nan,ingleburn,2784,nsw,19730615.0,9353426,luke,barisica,4.0,macarth u rplace,kurrajong,windsor,5365,nsw,19510612.0,6325283,0
aidan,bishop,36.0,mcintyre street,unt 2,sidmouth,3011,nsw,19490620.0,1383389,xantne,maynard,2.0,blackman crescent,rosab laenca,cooran,2196,qld,19110520.0,6070195,0
timothy,twigger,9.0,tunney crescent,argyle,toorak,5031,vic,19210926.0,4013666,mia,crofts,11.0,nunan crescent,wilag,millmerran,4850,sa,19550722.0,3041807,0
jayden,glass,33.0,henry melville crescent,biboohra downs,sanctuary point,2283,qld,19510331.0,4079997,maya,bibby,40.0,monarocrescent,learning aerth farm,deer park,3184,qld,19720418.0,1185491,0
mia,white,40.0,dyson street,dishley farm,greenacre,7249,sa,19410125.0,1462412,mathilde,cookson,8.0,shakespeare crescent,burraahg,safety bay,5158,nsw,19570319.0,4257072,0
lily,matthews,6.0,gilmore crescent,masonic memorial village,nan,3880,vic,19960620.0,8250432,jake,fawkner,nan,wolff crescent,nan,proserpine,4011,vic,nan,3844004,0
isabella,ctercteko,61.0,sturt avenue,avocado acres,planland,7216,vic,19810626.0,8794181,marinos,anton,44.0,geils court,mayflower retrmnt vlge,bridgewater,4066,vic,19510826.0,7146853,0
noah,shepherd,50.0,kingscote crescent,tewantin plaza,drillham,4650,vic,19590501.0,2779286,iain,berryman,95.0,clarey crescent,nan,verrierdale,3074,wa,nan,1720109,0
alicia,mollross,72.0,mcnamara street,corombie,kuraby,4552,qld,19050908.0,7195535,summer,delen,1.0,uriarra road,tesbury,kurri jurri,2333,qld,19401028.0,6523096,0
amber,burnell,11.0,captain cook crescent,fig trees,kilsyth,2283,qld,19820812.0,3394398,lachlan,weller,6.0,gara place,berkeley vlge,nunawading,3810,nsw,19140403.0,8566655,0
charlotte,nan,234.0,mcgee place,allandale,cranbourne,3124,vic,19310603.0,8602736,shai,leung,15.0,grant hostel room,canopus crescent,metung,2147,nsw,19230106.0,8789495,0
ethan,lomman,404.0,edwell place,brentwood vlge,ivanhoe,3792,nsw,19740120.0,8595511,catherine,croucj,23.0,jindivik place,nan,mosmanj,3953,nsw,19890926.0,4741965,0
lily,clarke,66.0,nan,sun village,magill,3204,vic,19200906.0,6916349,jac,mercorglla,10.0,batman street,mannibsdar,biggerajwaters,2290,nsw,19290508.0,2441074,0
nan,czarnik,10.0,bunbury street,glenavon,ulmarra,4225,qld,19601222.0,3960160,flynh,banham,164.0,starke street,stonehuose,carlingford,2444,sa,19890221.0,3189743,0
brooke,waller,25.0,goyder street,watchorns hill,st lucia,3995,wa,19680216.0,5166618,skvaril,matthew,24.0,julia flynn avenue,nan,batemans bay,2456,nsw,19142122.0,5572688,0
oscar,vrlic,10.0,singleton crescent,toora,robertson,4220,vic,19700526.0,4539064,giorgia,smallacombe,10.0,dundas court,somerton aprk,glengarry,4106,sa,19990313.0,6652739,0
gillian,pighin,123.0,hilder street,iron bark ridge,cooma,4508,nsw,19990501.0,6489570,caitlyn,pallot,149.0,pine islan road,nuffield village,hightbon,2792,nsw,19660115.0,3051696,0
kailey,herbert,40.0,popplewell place,rp 24089,wahroonga,7470,vic,19381017.0,7131960,peter,ha ge,3.0,maclaurin crescent,nan,ormond,4704,tas,19190517.0,6174860,0
nan,allard,26.0,dyring place,retirement village,south perth,4852,nsw,19491011.0,9472794,vendula,middlin,4.0,baldwin hdrive,nan,orbost,6108,wa,19790820.0,4808614,0
cameron,matthews,6.0,blackett crescent,cranbrook,peterborough,4701,qld,19320515.0,2692792,christopher,calow,8.0,talbot srteet,cliffney park,waterloo,4173,qld,19820525.0,8644857,0
matteus,leong,13.0,hawkesbury crescent,bonnie doon,raymond terrace,3129,qld,19621228.0,5792923,nec,ryan,3.0,carpenter close,nan,cowell,2010,vic,19020623.0,1816092,0
kadin,david,20.0,frater crescent,nareen gardens hostel,ottoway,4218,nsw,19020916.0,8270473,emiily,geraghty,75.0,mundine 30 km,sidaway street,berwick,2084,vic,19480422.0,5034488,0
lachlan,rau,68.0,loxton place,montrose,dederang,3377,wa,19260502.0,1638351,alice,godfrey,2919.0,florence taylor street,nan,kemosye,2761,vic,19910330.0,3541229,0
joel,warneke,10.0,walsh place,corra-lynn,carrick,2529,nsw,19160910.0,4818906,thomas,huntinbg,880.0,shannob circuit,aboriginal nhluunbuy hostel,port macquarie,2904,vic,nan,7068400,0
alex,beatton,237.0,kosciusko avenue,anzac house (cnr archer s street,midway point,4214,sa,19100717.0,3485662,emiily,gredn,19.0,callemonza rise,ocean park towers,semaphore park,4306,qld,19540924.0,1804853,0
caleb,bristow,134.0,brunswick circuit,granny flat rear,mclaren flat,5019,tas,19720321.0,7570563,portia,bandte,5.0,namatjira drive,willyaroo street,rostrevor,3084,wa,19800709.0,3676482,0
dylan,nickolai,46.0,jackie howe crescent,bonnie doon,waramanga,2535,nsw,nan,6519452,chloe,nan,20.0,broadhurst street,sawtell vet hosptl & clnc,kyabram,5279,vic,19621217.0,7989856,0
ashlee,bishop,40.0,john james hospital,omaha,dromana,4816,nsw,19000916.0,8269833,caleb,quiill,9.0,rosebery street,laura pengilly wing,granville,5007,nsw,19040203.0,8733587,0
brielle,spears,8.0,tunney crescent,hd blanche sec 28,rosslyn park,3350,wa,19890201.0,3140493,lucy,hemsmings,4425.0,mimosa close,kinloch court,lockleys,3850,nsw,19051023.0,3194253,0
liam,grainger,251.0,magrath crescent,brindabella specialist centre,mclaren flat,2041,nsw,19690906.0,9030428,tillr,robert,14.0,parfitt crscent,mariner views,ringwood,2540,wa,19590714.0,1579290,0
sophie,bacchus,11.0,adamson crescent,tweed heritage caravan park,katherine,2036,nsw,19700707.0,3628289,caitlin,white,174.0,collyburlc rescent,nan,kurwongbah,2456,nsw,19431207.0,2627787,0
jasper,ryan,58.0,clifford crescent,karbar station,brunswick west,2480,vic,19331202.0,5561624,chelsie,maczkowieck,24.0,kleinig street,brentwood village,morpeth,3008,nsw,19490204.0,3912484,0
jade,innis,9.0,gingana street,ivydale (rsd 1820),seventeen mile rocks,2011,qld,19170426.0,2049123,keaton,green,47.0,salvado place,racecoruse,palinyewah,7008,nsw,19040705.0,3688006,0
jasmine,pavli,44.0,fellows street,little pines,woodville south,6230,sa,19610408.0,7668302,gemaley,covino,158.0,naismith p lace,nan,paddignton,4551,qdl,19060725.0,6706561,0
keegan,berry,28.0,hattersley court,gundamain,corrimal east,3073,qld,19230913.0,8103633,jessica,goode,24.0,gundamain,devonport street,tanilba bay,6104,qld,19620120.0,3222738,0
hamish,rosendale,1.0,boulton close,middle earth,bateman,2147,nsw,19720223.0,3756981,jack,fitzpagrick,nan,condell street,nan,fullarton,2212,vic,19041121.0,9590543,0
jacinta,webb,108.0,rodway street,2nd last on right,elwood,2019,vic,19680215.0,3880973,georgia,green,18.0,dexter street,kareela,mount riverview,3137,qld,19341195.0,5788426,0
zachary,kermeen,7.0,powell street,tourist park,yass,5162,qld,19131006.0,1784799,nan,santi,1.0,griffiths street,rowethorpe,mckinnon,6163,nsw,19151129.0,2102559,0
jaxin,mccarthy,46.0,dalyell street,wiringa,marsden,3142,nsw,19640914.0,9531739,ben,conick,nan,marsden rtreet,nan,page,3108,nsw,19760130.0,5241188,0
alexandra,steers,108.0,chambers street,loch snizort,bondi junction,6009,nsw,19620521.0,9899937,jordan,mirritjawuy,8.0,batchelor street,nan,applecross,3505,sa,19250215.0,1153859,0
henry,macgowan,5.0,wynn place,parry hse,belmont,5266,qld,19080417.0,1834795,jackson,campbell,10.0,marungal avenue,nan,kunwaraara,2445,qkd,19420220.0,7928114,0
caleb,bersable,13.0,parkhill street,myola street,mount pleasant,7248,tas,19510311.0,5036866,xavier,moorby,38.0,cockburn street,granite hills,windspr,4740,nsw,19570817.0,7332449,0
rachel,campbell,22.0,dutton street,the willows,geraldton,3129,nsw,19710314.0,6934561,kye,morrison,6.0,biddlecombe street,nan,daylesford,4670,vic,19951109.0,8949737,0
michael,maynard,132.0,rogers street,leisure living vlge,pooraka,2144,nsw,19570508.0,3096389,shandril,tinfina,437.0,stuart street,bodyworks healing centre,glenhaven,4773,nsw,19880220.0,2185877,0
