given_name_A,surname_A,street_number_A,address_1_A,address_2_A,suburb_A,postcode_A,state_A,date_of_birth_A,soc_sec_id_A,given_name_B,surname_B,street_number_B,address_1_B,address_2_B,suburb_B,postcode_B,state_B,date_of_birth_B,soc_sec_id_B
ruby,hulley,,knaggs crescent,strabane,bayswater north,2283,wa,19201008,3808150,ruby,bellchambers,298,winnecke street,siesta caravn park,mosman,2330,tas,,2384529
timothy,moujalli,14,cobby street,,christies beach,2617,qld,19910719,4552685,timothy,bishop,8,zox circuit,,lismore,2168,vic,19771008,3069847
,fullerton,20,leichhardt street,gostwyck,chelsea heights,6107,nsw,19620113,4058902,,neville,71,pleasance place,macarthur place,wanniassa,3875,qld,19730731,5739885
connor,foall,17,lamb place,,kilsyth,3174,qld,19140927,4900414,connor,arda,35,,summervale,port macquarie,2530,wa,19750417,9721130
chloe,grosvenor,13,clyne place,waddi,scarness,2478,nsw,19800606,2830335,chloe,whitie,22,macgregot street,merimaja,bunbury,2782,nsw,19330113,6064969
emma,reid,20,jondol place,cooladie,blackheath,2034,qld,19620904,6564371,emma,madigan,15,blackwellcircuit,tintagel,dianella,0820,sa,19871218,5096835
,fullerton,20,leichhardt street,gostwyck,chelsea heights,6107,nsw,19620113,4058902,,dixovn,4,tytherleigh street,,albany creek,2097,nsw,19040831,8170333
,lund,109,caley crescent,allandale aged care facility,mill park,4053,nsw,19180902,7074690,,gibb,35,tenison-woodsr circuit,the j gms,adamstown heights,6333,nsw,19090430,3651633
,clarke,,edkins street,conmurra,robina,2162,nsw,19360520,2120525,,milla,1,bandulla street,sherwood,forcett,3463,tas,19580204,7520191
emiily,wilkins,22,green street,liselican,darlington,3101,,19610512,5342428,emiily,benjamin,8,holmans treet,kersey' south,coutts crossing,2278,vic,19490214,7996561
,robson,10,flegg crescent,kuliup,woongarrah,3149,nsw,19880603,6084403,,czarnik,10,bunbury street,glneavon,ulmarra,4252,qld,19601222,3960160
,webb,15,honyong crescent,wurtulla shopping vlge,narooma,4114,qld,19430207,5897606,,reid,11,,green lzgoon,camp hill,6026,vic,19671214,5483640
zali,white,89,blackman crescent,glenairne,bundaberg,6280,wa,19020311,7291149,zali,eglinton,14,adcock place,trewilga,woodlajnds,2122,qld,19300914,7126898
michael,richmond,7,tanumbirini street,professional centre,bundaberg,3020,sa,19650831,6836733,michael,daech,55,batman street,rockview,salisbury east,3523,nsw,19130907,9846815
joshua,green,13,duncan street,euroka,artarmon,4871,qld,19970505,4108253,joshua,lock,31,,statio r road,logan reserve,6163,vic,19490619,3058210
lachlan,rawlings,49,lochleigh,whispering pines,coonamble,2019,nsw,19261022,9145105,lachlan-john,snelling,20,summerville crescent,,maldon,3206,vic,19660114,7931741
lachlan,ryan,51,totterdell street,roseglen,dalby,3168,qld,19480724,7284475,lachlan,red,20,starkestreet,busbey's flat,caulfield,2611,vic,19600906,3614628
,robson,10,flegg crescent,kuliup,woongarrah,3149,nsw,19880603,6084403,,garanggar,,may maxwell crescent,springettst arcade,forest hill,2342,vic,19921016,1366884
joshua,moody,15,glover street,el-woodaro,warren,2304,qld,19580620,9224762,joshua,lock,31,,statio r road,logan reserve,6163,vic,19490619,3058210
joshua,petersen,8,wybalena grove,lyra park,surry hills,3162,vic,19420824,4895026,joshua,stalney,1,weddin circuit,rocklands,cabraatta,7320,nsw,19381229,5425400
alexandra,nguyen,26,fremantle drive,merricroft,highton,6532,nsw,19440220,2682401,alexandra,zilm,8,marungal avenue,dykehead,toormuna,3052,nsw,19390626,2961711
lachlan,rawlings,49,lochleigh,whispering pines,coonamble,2019,nsw,19261022,9145105,lachlan,red,20,starkestreet,busbey's flat,caulfield,2611,vic,19600906,3614628
,lowry,6,hadleigh circuit,rowethorpe,rossmoyne,2770,sa,19350708,6616912,,maier,36,,pine view,rydd,4070,nsw,19020410,4418189
benjamin,liccioni,2,golden grove,jestarlei,lavington,2042,wa,19100711,2197467,benjamin,lowe,45,macrossan crescent,,kingdton,6075,nsw,19250611,5513136
mia,garrigan,53,michie street,westholme,armidale,3178,nsw,19700522,6416070,mia,wnite,1329,national circuit,sec 301,narembeen,2765,nsw,19130418,5053650
elana,manivone,980,crisp circuit,broughton brook,midland,2768,qld,19720103,9877933,elana,wiechce,11,belconnebh way,upper ross medical centre,torquay,4077,sa,19190515,3124171
riley,rees,9,archibald street,wispering pines,coonabarabran,5162,wa,19700922,4932145,riley,kelley,8185,edmond close,leisure living vlge,mount stuart,2706,sa,19390207,4148621
,lowry,6,hadleigh circuit,rowethorpe,rossmoyne,2770,sa,19350708,6616912,,grainger,31,,vinda oldge,winthrop,3629,vic,19251017,9094252
stella,plumb,11,leist street,emerald banks,burnie,3152,wa,19020227,6990160,stella,clarke,11,leist strewt,emerald banks,burnie,3152,wa,19020227,6990160
joshua,corbin,83,tweed place,five oaks,keilor,4818,nsw,19721018,7955748,joshua,gaskin,61,haystack crescent,gemmav,koroit,6233,vic,19590425,3676871
,clarke,14,,rowethorpe,newcastle,2220,vic,19670314,9542197,,grainger,31,,vinda oldge,winthrop,3629,vic,19251017,9094252
caitlin,basey,414,pelsart street,st francis vlge,daisy hill,2113,nsw,19110711,7811311,caitlin,dominey,2,,kilbutnie,plainby,6018,nsw,19761113,3992744
lachlan,ryan,51,totterdell street,roseglen,dalby,3168,qld,19480724,7284475,lachlan,goldsworthy,5,wanganeen avenue,howie circuit,sheidow park,2038,sa,19380108,4133306
,leslie,925,carpenter close,,canterbury,2340,vic,19950608,2438058,,lowry,80,kinchela crescent,rowethorpe,rossmoyne,2770,qld,19350708,6616912
blake,wehr,27,naas close,rowethorpe,stockton,2151,wa,19440131,7528586,blake,seted,17,chirnside circuit,rosetta village,balwyn north,2731,qld,19880408,3748565
alexandra,clarke,15,parnell road,rsdb 284,nedlands,4014,sa,19890608,7235143,alexandra,zilm,8,marungal avenue,dykehead,toormuna,3052,nsw,19390626,2961711
,muthukuda,11,waratah street,keira,thornlie,0820,vic,19890328,5670243,,melham,21,kingscote crescent,kerry street,elizabeth vale,2663,wa,19911210,5648275
flynn,fitzpatrick,19,burns circuit,the willows,tuggerah,3033,vic,19550713,1010947,flynn,zilkm,6,beaurepaire crescent,,duncraig,3068,vic,19500619,6378859
sophie,blackwell,34,nott street,jorobe,lansvale,6149,nsw,19501128,7543684,sophie,thredgold,35,bramble street,tigers hill,,6210,sa,19830705,8974658
,clarke,,edkins street,conmurra,robina,2162,nsw,19360520,2120525,,grubb,10,berne cresxent,yooringa,st hubertscisland,6539,nsw,19341211,6333533
emma,reid,20,jondol place,cooladie,blackheath,2034,qld,19620904,6564371,emma,wevb,11,baracchi crescent,thornbrook,eight mil e plains,3016,qld,19910314,5201994
ethan,hand,1,lambrigg street,rainmore,south perth,5075,vic,19410622,3559862,ethan,marson,40,catumbel lodge,tinaroo place,hoppers crossing,2035,vic,19100123,9238396
jack,steinert,21,lamington street,st francis village,holden hill,7010,sa,19680119,5389848,jack,wang,,elliott street,stoney creek,norw ood,2147,nsw,19970913,5004938
connor,moscarda,20,lindsay street,shepherds hill,mount beauty,2319,nsw,19010223,1065886,connor,tromp,8,eildonplace,willtarny,east maitland,7440,qld,19280129,8096262
nicholas,beattie,7,edmondson street,goughs bay,modbury,2036,wa,19170811,3374275,nicholas,huxley,12,biala place,c w v,anglsea,3109,nsw,19921105,6501674
,white,28,young street,ripplevale,maydena,3102,nsw,19260930,2545305,,mason,19,sheaffe street,,burwood,2507,nsw,19461025,4113226
,farrimond,57,tank street,hilltop hostel rowethorpe,modbury,2650,qld,19061111,3876047,,allard,26,burnie north west private hospital,dyring place,south perth,4852,nsw,19491011,9472794
adam,adair,14,wattle street,red arrow,albany creek,2825,nsw,19560420,1699586,adam,coleman,14,ewart sdreet,camrai village,springfield,2795,nsw,19491208,6543835
blake,howie,1,cutlack street,belmont park belted galloway stud,budgewoi,6017,vic,19250301,5180548,blake,mcvicar,26,ellerston avenue,rosehill,bowral,3009,qld,19890504,1219082
sophie,blackwell,34,nott street,jorobe,lansvale,6149,nsw,19501128,7543684,sophie,ballantyne,32,solomon crescent,vill a 3,whittington,3223,nsw,19111219,8261379
thomas,matthews,144,medworth crescent,,booval,4502,nt,19630219,2894576,thomas,butt,11,freeling crescent,mylo house hostel,port fairy,2486,nsw,19311128,4301794
sienna,kilby,21,archdall street,yoorana,st albans,2090,qld,19940203,8614284,sienna,rya,3,laycock place,,lalor,4702,nsw,19680321,4809923
jordan,mirritjawuy,8,batchelor street,st vincents medical centre,applecross,3505,sa,19250215,1153859,jordan,mcmullen,4,albermarel place,,northmead,3579,,19291225,5611622
joshua,akot,8,edmunds place,villa 18,dapto,6071,vic,19010703,3188786,joshua,avdic,8,archdal l street,nioa,nunawading,3134,nsw,19200415,9571448
,lowry,6,hadleigh circuit,rowethorpe,rossmoyne,2770,sa,19350708,6616912,,campbell,282,osburndrive,white patch,carralra,6030,vic,,2172403
riley,okoniewski,91,howitt street,rp 24089,rylstone,6174,vic,19101121,1234018,riley,lamprey,22,embleystreet,,hinchinbrook,3199,vic,19851029,8710851
lily,musolino,13,fernyhough crescent,gunn's gully,burwood east,2097,qld,19600226,9776077,lily,krishnqn,2,bourne treet,redhill,keysborough,2604,qld,19681003,8956118
mitchell,hunting,14,catchpole street,windara,,3155,qld,19050619,7824179,mitchell,hunting,14,catchpole qtreet,windara,,3155,qld,19050619,4197943
samantha,white,9,tillyard drive,tieve tara,hawthorne,3068,vic,19310120,8686735,samantha,harrington,29,beaver place,,toukleey,6751,vic,19471114,9485434
riley,okoniewski,91,howitt street,rp 24089,rylstone,6174,vic,19101121,1234018,riley,ree,9,archibald street,wisperin gpines,coonabarabran,5162,wa,19700922,4932145
michael,drechsler,5,hone place,,newcomb,3032,qld,19291014,3902049,michael,plessnitzer,26,william webbodrive,rockview,cowra,3023,nsw,19800518,3756443
isabella,tinsley,181,chewings street,sherwood,maiden gully,5039,vic,19620924,7350425,isabella,berresford,21,parraweena,norfolk street,paddington,7330,nsw,19860819,4139219
,lowry,6,hadleigh circuit,rowethorpe,rossmoyne,2770,sa,19350708,6616912,,grubb,10,berne cresxent,yooringa,st hubertscisland,6539,nsw,19341211,6333533
michael,maynard,132,rogers street,leisure living vlge,pooraka,2144,nsw,19570508,3096389,michael,plessnitzer,26,william webbodrive,rockview,cowra,3023,nsw,19800518,3756443
ruby,matthews,15,chauncy crescent,kildrummie,armidale,3616,sa,19060824,1111899,ruby,mason,24,cruikshank street,yammacoona,tarragindi,5606,vic,19090627,4941274
emiily,reid,32,ina gregory circuit,,camira,3172,nsw,19041113,8734967,emiily,green,31,applgelen,julius street,mount colah,2290,vic,19310530,7373124
lachlan,plumb,14,garling street,brentwood vlge,julatten,4217,vic,19550313,2243015,lachlan,shephaerd,1,grainger circuit,willandra,adaminaby,7250,nsw,19080122,3139543
,leslie,925,carpenter close,,canterbury,2340,vic,19950608,2438058,,melham,21,kingscote crescent,kerry street,elizabeth vale,2663,wa,19911210,5648275
,gilbertson,5,goodwin street,court units,ethelton,2193,qld,19020904,2879807,,monda,54,burrinjuck crescent,,aubrun,3345,nsw,19041125,9464025
mitchell,mason,5,hurtle avenue,lucerne park,telangatuk,4812,qld,19130817,9172315,mitchell,green,,palmer street,,lake heights,2430,qld,19250116,7447942
lachlan,hage,34,ballumbir street,opal cove resort,newmarket,6061,nsw,19850523,3230581,lachlan,balasubramaniam,26,mackinolty street,balmora lgarden,scarnorough,2388,nsw,19731007,1798069
liam,hemmings,4425,mimosa close,kinloch court,lockleys,3850,nsw,19051023,3194253,liam,coenen,66,stretton c rescent,,patterson lakes,6060,qld,19690602,1128736
chevonne,simmonds,24,victory place,dandarra,hoppers crossing,2074,qld,19420531,3553538,chevonne,montakvo,42,baskerville street,kangaro o grnd,ventnor,2310,vic,19620511,7935536
mitchell,ramush,1,hann street,keira,sunshine beach,3943,sa,19480321,7925486,mitchell,flannery,2,wilkins street,paradise syprings,toowoomba,5088,vic,19581016,8712141
nicholas,matson,17,stephen street,taylors creek bridge,cowell,2454,vic,19990419,3182512,nicholas,procter,1,cavanaughlstreet,sherwood,leevflle,2089,nsw,19031219,2662272
georgia,rundle,3,hicks street,blackbutwood,orange,3078,nsw,19910726,4860814,georgia,browne,19,arthurcircle,aminya hmes,murrabit,2010,vic,19960923,9940324
mitchell,hunting,14,catchpole street,windara,,3155,qld,19050619,7824179,mitchell,flannery,2,wilkins street,paradise syprings,toowoomba,5088,vic,19581016,8712141
joshua,coleman,16,mosman place,aralee,kooyong,3431,nsw,19501024,2640319,joshua,stalney,1,weddin circuit,rocklands,cabraatta,7320,nsw,19381229,5425400
,collinson,8,parrabel place,fraser lodge,elwood,2420,vic,19100819,5602774,,ryan,20,ashburton circuit,wilderness,cressy,2580,vic,19560126,3864187
,dojcic,15,barraclough crescent,brookvale,tolga,2025,qld,19990331,7180320,,reidz,46,dooring street,windalea,dandeno ng north,3582,nsw,19130312,1322845
emiily,beams,11,bissenberger crescent,karobean,wombat,4703,tas,,7917828,emiily,green,31,applgelen,julius street,mount colah,2290,vic,19310530,7373124
thomas,matthews,144,medworth crescent,,booval,4502,nt,19630219,2894576,thomas,kinnane,10,centaurus street,water vew,bondi junction,2010,nsw,19700907,9269196
cassandra,webb,15,wentworth avenue,,mill park,5290,nsw,19300310,2827902,cassandra,lock,5,glossop cerscent,kames,scarborough,6153,nsw,19371206,2516564
lachlan,ryan,51,totterdell street,roseglen,dalby,3168,qld,19480724,7284475,lachlan,white,1,atherton tsreet,the mews royal hotel bldg,alexandra bridge,3390,vic,19810422,5260328
joshua,coleman,16,mosman place,aralee,kooyong,3431,nsw,19501024,2640319,joshua,lock,31,,statio r road,logan reserve,6163,vic,19490619,3058210
lachlan,ryan,51,totterdell street,roseglen,dalby,3168,qld,19480724,7284475,lachlan,rawlibs,49,lochleugh,whispering pines,coonamble,2089,nsw,19261022,9145105
sophie,grosser,86,tryon street,bethel hostel,bull creek,3875,wa,19011031,6415988,sophie,coulson,8,blackburn street,,mansfield park,5097,nsw,19690320,9010006
benjamin,limbert,201,blackman crescent,karinyah,woodbine,2228,nsw,19020429,5534369,benjamin,moody,43,fernyhough crescent,huongold,port augusta,3192,vic,19180612,4887764
ella,malzard,4,namatjira drive,tolemac,armidale,4220,nsw,19381112,6513848,ella,wedmaier,7,duffystreet,glenpora,eulxo,2020,qld,19410630,4581426
georgia,rundle,3,hicks street,blackbutwood,orange,3078,nsw,19910726,4860814,georgia,beams,12,,sunnybank garden,rochedale south,2116,vic,19701121,4356806
ruby,parashar,773,tytherleigh street,the willows,eastwood,4605,sa,19900510,1990268,ruby,warrior,5,ironbarkcrescent,margaret river carvn park,penshurst,3075,vic,19550812,5870334
nathan,clarke,12,forbes street,rainbow park rp 8965,flinders park,2117,qld,19500725,5135466,nathan,cannelk,13,theodore street,iona d wons,emerald,2570,nsw,19000823,6294140
harry,rollins,22,antill street,valbella,mount isa,3142,wa,19240905,5927194,harry,gaden,25,,musgrave house,surry ills,3216,vic,19770407,5999211
lachlan,ryan,51,totterdell street,roseglen,dalby,3168,qld,19480724,7284475,lachlan,ryan,51,totterdell street,roseglen,dalhy,3168,qld,19480724,7284475
,felmingham,49,gawler crescent,wingara,wynnum west,6159,nsw,19920718,7791969,,lowry,80,kinchela crescent,rowethorpe,rossmoyne,2770,qld,19350708,6616912
ethan,hipkiss,7,lempriere crescent,spring creek,woolgoolga,3199,qld,19500912,3524910,ethan,coleman,64,ragless circuit,,hindmarsd west,4701,nsw,19650701,9807949
,collinson,8,parrabel place,fraser lodge,elwood,2420,vic,19100819,5602774,,grubb,10,berne cresxent,yooringa,st hubertscisland,6539,nsw,19341211,6333533
joshua,moody,15,glover street,el-woodaro,warren,2304,qld,19580620,9224762,joshua,moody,15,el-woodaro,glover street,warren,2304,qld,19580620,9224762
benjamin,everett,17,herron crescent,redhill,forrestfield,3550,nsw,19621023,2043392,benjamin,campbell,159,corrigan yplace,,thornbury,2300,nsw,19870227,4459447
abbey,dixon,1,marcus clarke street,grasmere park,scarborough,3141,qld,19441008,8127929,abbey,malin,3,burkittl street,mailnga,north maclean,2080,vic,19850328,7401540
joshua,heron,23,dooring street,drypoint,barraba,4214,nsw,19700227,6931228,joshua,dixon,60,croton street,ethnam arm,surrey hills,2617,nsw,19481014,5540614
,muthukuda,11,waratah street,keira,thornlie,0820,vic,19890328,5670243,,araujo,225,nepean place,kinross,lake cathie,2302,vic,19140124,5500784
hayden,marinos,10,chirnside circuit,allensleigh,success,6560,vic,19720613,6046888,hayden,,13,durahm pl ace,hamiltno,young,3121,nsw,19780531,9988689
sophie,blackwell,34,nott street,jorobe,lansvale,6149,nsw,19501128,7543684,sophie,noble,1,yambina crescent,sefton park,rues,6210,nsw,19440101,3325291
lachlan,crouch,21,northbourne avenue,navillus,sherwood,4305,qld,19781007,5148084,lachlan,white,1,atherton tsreet,the mews royal hotel bldg,alexandra bridge,3390,vic,19810422,5260328
,webb,15,honyong crescent,wurtulla shopping vlge,narooma,4114,qld,19430207,5897606,,neville,71,pleasance place,macarthur place,wanniassa,3875,qld,19730731,5739885
noah,reid,46,truscott street,mckail,dulwich hill,2049,qld,19421216,9564581,noah,berry,58,alice jackse on crescent,rosehill,hawthorn,5251,sa,19240908,1446426
,webb,15,honyong crescent,wurtulla shopping vlge,narooma,4114,qld,19430207,5897606,,allard,26,burnie north west private hospital,dyring place,south perth,4852,nsw,19491011,9472794
,muthukuda,11,waratah street,keira,thornlie,0820,vic,19890328,5670243,,ebert,69,rapanea street,pangabi,,6061,nsw,19310909,9105802
,dojcic,15,barraclough crescent,brookvale,tolga,2025,qld,19990331,7180320,,dixovn,4,tytherleigh street,,albany creek,2097,nsw,19040831,8170333
april,wehr,1,ellerston avenue,darlington,joondanna,2150,wa,19941109,2560536,april,mcgrgeor,4,launcesto n street,hawkins masonic vlge,kardinmya,2207,wa,19541028,8809810
,clarke,14,,rowethorpe,newcastle,2220,vic,19670314,9542197,,babic,1,totterdell street,cooingale,st albans,4060,sa,19450493,3346822
,gilbertson,5,goodwin street,court units,ethelton,2193,qld,19020904,2879807,,gibb,35,tenison-woodsr circuit,the j gms,adamstown heights,6333,nsw,19090430,3651633
benjamin,hartland,40,ranken place,sorrento,collie,3799,qld,19080206,7081220,benjamin,green,12,woolner circuit,mirani,reynella,2905,sa,,8195933
benjamin,limbert,201,blackman crescent,karinyah,woodbine,2228,nsw,19020429,5534369,benjamin,bellon,11,croton street,omaru,artarmon,4406,nsw,19120805,3089666
maddison,fullgrabe,44,scarlett street,allunga,forest glen,5070,qld,19110327,3898794,maddison,weidenhofer,28,dinnisonc ircuit,,bray park,2584,qld,19200802,6273334
ruby,reid,6,tanumbirini street,templemore,bundaberg,3134,qld,19490517,4966992,ruby,bellchambers,298,winnecke street,siesta caravn park,mosman,2330,tas,,2384529
jasper,miles,20,narryer close,moondah,nambour,4113,vic,19160130,3809763,jasper,tsialafos,,stutchburh street,st framcis vlge,cook,2233,nsw,19220428,8232480
sean,varcoe,29,osburn drive,bonaza park,ferndale,4560,nsw,19601031,7839163,sean,bammant,108,yarra s treet,ulva,yorkeys knob,2145,wa,19650509,6208046
,clarke,,edkins street,conmurra,robina,2162,nsw,19360520,2120525,,reidz,46,dooring street,windalea,dandeno ng north,3582,nsw,19130312,1322845
,gilbertson,5,goodwin street,court units,ethelton,2193,qld,19020904,2879807,,white,72,lambrigg street,kelgoola,broadbeach waters,3159,vic,19620216,9731855
georgia,simmonds,16,hurley street,iowanna,mittagong,2100,nsw,19230413,5714719,georgia,lionis,,fitchett street,summerh hill,dundowran,5520,vic,19910624,7770207
joshua,petersen,8,wybalena grove,lyra park,surry hills,3162,vic,19420824,4895026,joshua,raward,26,yambina cerscent,thorndale,macgrdgor,4718,qld,,9086686
,robson,10,flegg crescent,kuliup,woongarrah,3149,nsw,19880603,6084403,,araujo,225,nepean place,kinross,lake cathie,2302,vic,19140124,5500784
,muthukuda,11,waratah street,keira,thornlie,0820,vic,19890328,5670243,,gibb,35,tenison-woodsr circuit,the j gms,adamstown heights,6333,nsw,19090430,3651633
,lund,109,caley crescent,allandale aged care facility,mill park,4053,nsw,19180902,7074690,,garanggar,,may maxwell crescent,springettst arcade,forest hill,2342,vic,19921016,1366884
lara,carbone,61,beasley street,ebony's retreat,bossley park,5343,vic,19560105,2542464,lara,stanley,89,napper place,,carlingford,3139,qld,19380827,4712092
dylan,nickolai,46,jackie howe crescent,bonnie doon,waramanga,2535,nsw,,6519452,dylan,blacklow,100,stenhouse close,flr 5 john flynn medical centre,vermony,2538,nsw,19399222,8225337
,fullerton,20,leichhardt street,gostwyck,chelsea heights,6107,nsw,19620113,4058902,,milla,1,bandulla street,sherwood,forcett,3463,tas,19580204,7520191
caitlin,bevis,46,smith street,grammar school,hawthorn,4878,nsw,19601011,3040069,caitlin,basey,414,pelsart street,st francis vlge,daisyh ill,2113,nsw,19110711,7811311
,webb,15,honyong crescent,wurtulla shopping vlge,narooma,4114,qld,19430207,5897606,,grainger,31,,vinda oldge,winthrop,3629,vic,19251017,9094252
,gilbertson,5,goodwin street,court units,ethelton,2193,qld,19020904,2879807,,lowry,80,kinchela crescent,rowethorpe,rossmoyne,2770,qld,19350708,6616912
nicholas,hassall,8,laughton street,anzac house (cnr archer s street,highton,3028,sa,19040622,3632388,nicholas,mcneill,16,,tunis,bacchus marsh,6019,nsw,19800829,5215850
emiily,reid,788,tullaroop street,padgee,cooloongup,2640,nsw,19030519,7983751,emiily,benjamin,8,holmans treet,kersey' south,coutts crossing,2278,vic,19490214,7996561
sophie,mason,20,johnson place,mt providence hostel,hope valley,6056,wa,19580507,9799282,sophie,manson,14,elizabeth xrescent,manorhouse,gorokan,3465,vic,19510201,4818868
riley,mort,4,shirra close,the meadows,kalamunda,0880,nsw,19870801,4540256,riley,godfrey,300,clift ck,the lodge,oakwood,3108,nsw,19451121,3493339
connor,lungershausen,28,hilder street,morayfield exchange,redbank plains,4350,nsw,19431008,3687513,connor,camp,29,egerton close,gwandalan,riverhilts,2170,vic,19190905,5237893
bryce,laverty,3,dobinson place,weddinview,woombye,3162,nsw,19950921,8513947,bryce,laverty,3,dobinson place,weddinvkiew,woombye,3162,nsw,19950921,8513947
lily,matthews,57,captain cook crescent,,matraville,2774,vic,19420708,9637615,lily,poskey,38,moore o lace,kenbar,lower templestowe,2474,nsw,19210315,8556979
joshua,sherriff,159,cosgrove street,sun city resort,bligh park,2035,qld,,6454105,joshua,gaskin,61,haystack crescent,gemmav,koroit,6233,vic,19590425,3676871
christian,wallin,214,arabana street,brentwood village,abercrombie,2107,vic,19151009,3484473,christian,dietrich,27,lindrum crescent,matilda blue,rostevor,4560,wa,19170307,3108840
joshua,sherriff,159,cosgrove street,sun city resort,bligh park,2035,qld,,6454105,joshua,lowe,15,patton place,redlands,tarcutta,4705,sa,19120201,7132911
jessica,mccarthy,131,eagle circuit,sherwood,findon,0812,sa,19341117,5667929,jessica,kusdek,,limestone avenue,jinchulla,lavington,4519,qld,19721222,3705755
riley,mort,4,shirra close,the meadows,kalamunda,0880,nsw,19870801,4540256,riley,lamprey,22,embleystreet,,hinchinbrook,3199,vic,19851029,8710851
,fullerton,20,leichhardt street,gostwyck,chelsea heights,6107,nsw,19620113,4058902,,webb,25,toolambi street,villa 235 henry kendall vlge,helens hill,6166,sa,19470715,1945645
,webb,15,honyong crescent,wurtulla shopping vlge,narooma,4114,qld,19430207,5897606,,braithwaite,29,tweed p lace,brileen,cabramatta,5051,vic,19740815,8052512
,robson,10,flegg crescent,kuliup,woongarrah,3149,nsw,19880603,6084403,,braithwaite,29,tweed p lace,brileen,cabramatta,5051,vic,19740815,8052512
,fullerton,20,leichhardt street,gostwyck,chelsea heights,6107,nsw,19620113,4058902,,noble,10,costello circuit,the manor braeside,bicton,2290,qld,19710327,9357658
madison,coltman,5,cowlishaw street,tathra river est,goonellabah,3075,vic,19560602,2561010,madison,chandlder,29,luckman place,hd ticmera,pearl beach,2133,nsw,19930607,8841314
,farrimond,57,tank street,hilltop hostel rowethorpe,modbury,2650,qld,19061111,3876047,,dixovn,4,tytherleigh street,,albany creek,2097,nsw,19040831,8170333
liam,schwaz,1005,elvire place,narada,bronte,2137,tas,19470324,4505367,liam,coenen,66,stretton c rescent,,patterson lakes,6060,qld,19690602,1128736
zali,white,89,blackman crescent,glenairne,bundaberg,6280,wa,19020311,7291149,zali,mcgregor,25,goulburn street,,richlands,4307,,19490225,9800116
lachlan,ryan,51,totterdell street,roseglen,dalby,3168,qld,19480724,7284475,lachlan,pacey,15,wilshire street,cypress mgarden,wendouree,2770,,19711111,4723081
,robson,10,flegg crescent,kuliup,woongarrah,3149,nsw,19880603,6084403,,reid,11,,green lzgoon,camp hill,6026,vic,19671214,5483640
flynn,fitzpatrick,19,burns circuit,the willows,tuggerah,3033,vic,19550713,1010947,flynn,mason,11,wellshot,namatjira drive,blackburn north,2576,wa,19110824,2236689
jenna,alderson,223,eggleston crescent,west-view,granville,5070,nsw,19780926,6446268,jenna,shjw,21,fincham crescent,,thornleigh,3111,vic,19060322,7681478
luke,white,31,outtrim avenue,glenora farm,flinders bay,2227,sa,19151010,6925269,luke,mccartyy,5,bandjalongcrescent,,north curl curl,2160,nsw,19521124,9203828
,leslie,925,carpenter close,,canterbury,2340,vic,19950608,2438058,,grubb,10,berne cresxent,yooringa,st hubertscisland,6539,nsw,19341211,6333533
sophie,grosser,86,tryon street,bethel hostel,bull creek,3875,wa,19011031,6415988,sophie,au,26,pelham close,locn n192,sandy bay,3192,vic,,4507512
ruby,ackermans,,luehmann street,mt pleasant,tongala,2640,nsw,19090322,9034954,ruby,warrior,5,ironbarkcrescent,margaret river carvn park,penshurst,3075,vic,19550812,5870334
lachlan,godfrey,45,lienhop street,sorrento,lalor,2350,sa,19080429,9107241,lachlan,red,20,starkestreet,busbey's flat,caulfield,2611,vic,19600906,3614628
,dojcic,15,barraclough crescent,brookvale,tolga,2025,qld,19990331,7180320,,ryan,20,ashburton circuit,wilderness,cressy,2580,vic,19560126,3864187
,webb,15,honyong crescent,wurtulla shopping vlge,narooma,4114,qld,19430207,5897606,,garanggar,,may maxwell crescent,springettst arcade,forest hill,2342,vic,19921016,1366884
sarah,campbell,9,clavert place,merricroft,mount eliza,5280,qld,19410302,9870428,sarah,paterson,57,ginganastreet,st francus village,williamstown,2784,wa,19011215,6278915
jake,yeoman,8,shakespeare crescent,westella,penrith,2047,vic,19870808,2098452,jake,alderson,,eggleston crescent,west-view,granville,5070,nsw,19460415,6446268
lachlan,plumb,14,garling street,brentwood vlge,julatten,4217,vic,19550313,2243015,lachlan,white,1,atherton tsreet,the mews royal hotel bldg,alexandra bridge,3390,vic,19810422,5260328
,farrimond,57,tank street,hilltop hostel rowethorpe,modbury,2650,qld,19061111,3876047,,maier,36,,pine view,rydd,4070,nsw,19020410,4418189
lachlan,crouch,21,northbourne avenue,navillus,sherwood,4305,qld,19781007,5148084,lachlan,red,20,starkestreet,busbey's flat,caulfield,2611,vic,19600906,3614628
benjamin,coleman,12,canopus crescent,,port kembla,2795,qld,19010422,1651755,benjamin,green,12,woolner circuit,mirani,reynella,2905,sa,,8195933
,dojcic,15,barraclough crescent,brookvale,tolga,2025,qld,19990331,7180320,,ebert,69,rapanea street,pangabi,,6061,nsw,19310909,9105802
ella,malzard,4,namatjira drive,tolemac,armidale,4220,nsw,19381112,6513848,ella,browwne,35,tanjil loop,cedavriew,berkeley vale,4564,qld,19480726,6646608
alexandra,clarke,15,parnell road,rsdb 284,nedlands,4014,sa,19890608,7235143,alexandra,yiannoulis,159,archdall street,tall ipnes,rowville,3284,vic,19790913,7551259
