given_name_A,surname_A,street_number_A,address_1_A,address_2_A,suburb_A,postcode_A,state_A,date_of_birth_A,soc_sec_id_A,given_name_B,surname_B,street_number_B,address_1_B,address_2_B,suburb_B,postcode_B,state_B,date_of_birth_B,soc_sec_id_B
benjamin,mcclelland,16,brodribb street,villa 18,noble park,6714,vic,19470605,5728937,benjamin,lette,34,condami nestreet,arcadia,silverdale,4670,nsw,19600502,7897136
benjamin,mcclelland,16,brodribb street,villa 18,noble park,6714,vic,19470605,5728937,benjamin,boccukzzo,1,ashley drive,oyster farm,buckleboo,3165,sa,19730308,5401507
benjamin,mcclelland,16,brodribb street,villa 18,noble park,6714,vic,19470605,5728937,benjamin,mcclelland,16,brodribb street,vill a 18,noble park,6714,vic,19470605,5728937
benjamin,mcclelland,16,brodribb street,villa 18,noble park,6714,vic,19470605,5728937,benjamin,rivers,31,barlow street,doribkn,alice springs,2298,vic,19160517,4713796
joel,rundle,108,rosebery street,st vincents hospital,dunsborough,2317,nsw,19780403,8984765,joel,lace,33,bannerstreet,wombinoo station,highton,2559,nsw,19140416,3971456
jasmine,mcfadden,46,noongale court,rosetta village,marshdale,4215,sa,19760927,6401287,jasmine,clarke,489,,cambooya,noble park,3413,vic,,9562970
benjamin,lette,34,condamine street,arcadia,silverdale,4670,nsw,19600502,7770680,benjamin,lette,34,condami nestreet,arcadia,silverdale,4670,nsw,19600502,7897136
benjamin,lette,34,condamine street,arcadia,silverdale,4670,nsw,19600502,7770680,benjamin,boccukzzo,1,ashley drive,oyster farm,buckleboo,3165,sa,19730308,5401507
benjamin,lette,34,condamine street,arcadia,silverdale,4670,nsw,19600502,7770680,benjamin,mcclelland,16,brodribb street,vill a 18,noble park,6714,vic,19470605,5728937
benjamin,lette,34,condamine street,arcadia,silverdale,4670,nsw,19600502,7770680,benjamin,rivers,31,barlow street,doribkn,alice springs,2298,vic,19160517,4713796
harry,cure,4,sugarloaf circuit,beaudesert caravan park,parkdale,2448,vic,19601222,1947985,harry,matthews,1,dalmancrescent,timbara,leongatha south,2519,vic,19110203,4984322
,campbell,4,dunbar street,delicate nobby street,cloverdale,2528,vic,19480406,8607518,,santi,1,griffiths street,rowethorpe,mckinnon,6163,nsw,19151129,2102559
,campbell,4,dunbar street,delicate nobby street,cloverdale,2528,vic,19480406,8607518,,clarke,117,hurley street,weemilah,tallebugdera,4021,vic,19010403,4822857
,campbell,4,dunbar street,delicate nobby street,cloverdale,2528,vic,19480406,8607518,,oreskovic,16,marrakai strqeet,gooroomon park,ballaat,2035,wa,19710815,4253689
,campbell,4,dunbar street,delicate nobby street,cloverdale,2528,vic,19480406,8607518,,leslie,952,carpenter close,,cantebrry,2340,vic,19950608,2438058
,campbell,4,dunbar street,delicate nobby street,cloverdale,2528,vic,19480406,8607518,,negri,159,hageltho rn street,port rush parade,port macquarie,4702,qld,19260319,4740975
,campbell,4,dunbar street,delicate nobby street,cloverdale,2528,vic,19480406,8607518,,dessart,165,macvitiewplace,brambletye v inyard,lindenow south,4218,,19361017,2517857
,campbell,4,dunbar street,delicate nobby street,cloverdale,2528,vic,19480406,8607518,,cocharne,7,monaro crescent,ballafkona,hendra,4128,qld,19361016,5263623
,campbell,4,dunbar street,delicate nobby street,cloverdale,2528,vic,19480406,8607518,,zimmermann,71,cannonvale whitsunday shopping centre,johnston street,college park,5010,ws,19131126,2103370
,campbell,4,dunbar street,delicate nobby street,cloverdale,2528,vic,19480406,8607518,,clarke,,barangaroo street,apt 8g,blacktown,2615,nsw,19240224,6718271
,campbell,4,dunbar street,delicate nobby street,cloverdale,2528,vic,19480406,8607518,,mounc,92,symers street,donald coburn lodg,ferryden park,2100,qld,19000224,4142857
,campbell,4,dunbar street,delicate nobby street,cloverdale,2528,vic,19480406,8607518,,donaldson,71,mannheim street,sandalford komestead,urangan,2713,nsw,19320608,5103641
,campbell,4,dunbar street,delicate nobby street,cloverdale,2528,vic,19480406,8607518,,george,3,steinwedel atreet,glendal stud,gumdale,6020,vic,19270723,7682028
,campbell,4,dunbar street,delicate nobby street,cloverdale,2528,vic,19480406,8607518,,scappatura,3,reuther treet,wattlz brae,east fremantle,3129,nsw,19390522,5932517
,campbell,4,dunbar street,delicate nobby street,cloverdale,2528,vic,19480406,8607518,,mason,,schomburgk street,mlc centre,beverly hills,4074,tas,19560710,4752429
,campbell,4,dunbar street,delicate nobby street,cloverdale,2528,vic,19480406,8607518,,brain,31,benham street,tagarra,belmont,3161,nsw,19860305,8028191
,campbell,4,dunbar street,delicate nobby street,cloverdale,2528,vic,19480406,8607518,,webb,6,whitty crescent,gowrie,,2286,nsw,19450822,1342488
,campbell,4,dunbar street,delicate nobby street,cloverdale,2528,vic,19480406,8607518,,white,7,supply place,little gundy,oaklands park,2158,nsw,,5239710
,campbell,4,dunbar street,delicate nobby street,cloverdale,2528,vic,19480406,8607518,,kammerman,1,alpen street,,burwood,6154,vic,19360722,6279535
,campbell,4,dunbar street,delicate nobby street,cloverdale,2528,vic,19480406,8607518,,longman,10,wassell place,glenarthur,coffs harbour,0812,qld,19390813,7175344
,campbell,4,dunbar street,delicate nobby street,cloverdale,2528,vic,19480406,8607518,,reew,45,badimara street,easedale lodge,sanctuary point,2257,nsw,19720228,3996047
,campbell,4,dunbar street,delicate nobby street,cloverdale,2528,vic,19480406,8607518,,dixon,13,banambil street,the homestead,lawson,6210,qld,19370314,7753663
,campbell,4,dunbar street,delicate nobby street,cloverdale,2528,vic,19480406,8607518,,hag e,62,livingston avenue,enderlee,nunawading,3350,nsw,19210108,4440855
,campbell,4,dunbar street,delicate nobby street,cloverdale,2528,vic,19480406,8607518,,blackwell,127,ferrier place,northwood npark,chelsea heights,4211,qld,19570409,8541055
charlotte,crossman,19,collings street,ahc house,botany,6564,nsw,19221220,3932172,charlotte,de chellis,47,kitchener street,rowethorpe,rowsn,2833,nsw,19330807,7941748
natalee,nguyen,11,harbison crescent,riverside professional centre (cnr banks,calista,5043,nsw,19211203,1824456,natalee,berryman,42,gurneyplace,,jamberoo,4055,wa,19790815,9012138
luke,abrahamson,56,vowles road,deepdale farm,taringa,5330,nsw,19170625,4386896,luke,beattie,16,blinkhorn place,lucerneoark,corrimal,4118,act,19211118,5586410
luke,abrahamson,56,vowles road,deepdale farm,taringa,5330,nsw,19170625,4386896,luke,harrington,80,jaeger circuit,,hughes,4215,nsw,19340611,4560409
riley,uyttenhove,2,outtrim avenue,gowrie,crows nest,2260,sa,19571231,1679030,riley,noble,17,thakemplace,station homestead,matraville,5032,wa,19600221,8713309
riley,uyttenhove,2,outtrim avenue,gowrie,crows nest,2260,sa,19571231,1679030,riley,webv,5,dent pla ce,,meadow srpings,2262,wa,19161013,1897297
riley,uyttenhove,2,outtrim avenue,gowrie,crows nest,2260,sa,19571231,1679030,riley,bteheny,14,barritt street,rosetta vllage,lalor,0586,tas,,3501500
harrison,mcneill,1,geeves court,brannigans,highett,2319,qld,19280108,6287203,harrison,gillard,18,melba street,ningafa,loganlea,2162,qld,19840128,8021771
harrison,mcneill,1,geeves court,brannigans,highett,2319,qld,19280108,6287203,harrison,george,,woronoar street,south melbourne market,kangaroo flat,2450,nsw,19370115,3711821
harrison,mcneill,1,geeves court,brannigans,highett,2319,qld,19280108,6287203,harrison,stirland-mitchell,176,badimars street,wirreanda vlge,port augusta,2196,qld,19040106,3551585
harrison,mcneill,1,geeves court,brannigans,highett,2319,qld,19280108,6287203,harrison,leung,36,catchpole street,,mountakn creek,3057,nsw,19640118,2584055
harrison,mcneill,1,geeves court,brannigans,highett,2319,qld,19280108,6287203,harrison,blackwsell,50,leist street,ruffenuff,christies beach,3977,vic,19570321,6072506
harrison,mcneill,1,geeves court,brannigans,highett,2319,qld,19280108,6287203,harrison,burman,24,la peroue street,bypass road,yarrawonga,2122,vic,19531122,8916268
taylah,meaney,60,lumholtz place,cordelia state,torquay,2282,vic,19470106,1744252,taylah,timbrell,87,mcglinn pkace,villa 2,bligh park,2450,nsw,19440825,6149166
taylah,meaney,60,lumholtz place,cordelia state,torquay,2282,vic,19470106,1744252,taylah,reid,25,albermarlze place,cypress garden,pennant hills,2210,nsw,19571029,7596151
taylah,meaney,60,lumholtz place,cordelia state,torquay,2282,vic,19470106,1744252,taylah,polak,17,palm lake resort,majura avenue,waverley,2770,nsw,19330303,3652195
alexander,crossman,31,spinifex street,binnawee,texas,3068,sa,,7807999,alexander,webb,115,gaby place,albioj grove,springfield,2902,nsw,19760418,5411978
alexander,crossman,31,spinifex street,binnawee,texas,3068,sa,,7807999,alexander,crouch,56,spinifex street,cresden1 2182,kedron,5241,vic,19980305,3012627
alexander,crossman,31,spinifex street,binnawee,texas,3068,sa,,7807999,alexander,ryan,2,cooksey place,,ormond,2036,qld,19490816,3562579
alexander,crossman,31,spinifex street,binnawee,texas,3068,sa,,7807999,alexander,drbmis,47,feltus pkace,springbanks,highton,2041,nsw,19571119,4370533
john-paul,burford,36,jardine street,warrawong,robertson,3044,nsw,19340912,9627130,john,cosenza,54,wentworth avenue,stoneyq creek,st kilda,4035,,,5193596
tara,radulescu,83,carslaw street,croydon,inglewood,2118,nsw,19960701,7082968,tara,wiseman,71,goldner c ircuit,underwood,monbulk,3816,qld,19581001,9605792
alicia,fergus,67,gidabal street,felbrigg,wialki north,2251,sa,19971215,9245698,alicia,whiet,10,madigan dtreet,,barraba,3055,nsw,19620821,4067329
alicia,fergus,67,gidabal street,felbrigg,wialki north,2251,sa,19971215,9245698,alicia,curry,51,,yarrandoo,loganholme,4118,vic,19340827,2973687
alicia,fergus,67,gidabal street,felbrigg,wialki north,2251,sa,19971215,9245698,alicia,beat y,6,thomas scitt village,fred williams crescent,mackay north,2074,nsw,19591014,7678577
isabella,kelley,9,covington crescent,march rising,east maitland,2343,tas,19090918,2297084,isabella,grieron,97,lantana l odge,mclachlan crescent,broome,2480,nsw,19840224,7676186
isabella,kelley,9,covington crescent,march rising,east maitland,2343,tas,19090918,2297084,isabella,flassman,28,mceacher ncrescent,st vincents hospital,rosbeud,2122,qld,19090623,1271090
jackson,campbell,2,carpenter close,mountview,dungog,3033,qld,19110826,8656075,jackson,alderman,84,,,penshjrst,3129,vic,19351218,5612815
bethany,webb,3,cullen street,sunning,narellan vale,3630,qld,19431219,4827546,bethany,eyer,33,madigan street,,balhannah,3165,sa,19170606,5083160
amalia,lowe,242,cobbett place,walnut grove estate,mooroolbark,2153,qld,19490507,9275399,amalia,brookhouse,878,,,belmont,3844,nsw,19370722,1915625
laura,huddy,,maltby circuit,destiny park,moorabbin,3195,tas,19720627,5832871,laura,flannery,54,sid barnes crescent,,winstonhills,5073,qld,19581023,9712180
laura,huddy,,maltby circuit,destiny park,moorabbin,3195,tas,19720627,5832871,laura,white,67,arndell street,,hoppers crowsing,6053,vic,19900615,7517707
laura,huddy,,maltby circuit,destiny park,moorabbin,3195,tas,19720627,5832871,laura,mizon,52,mugga lane,jarrah rd shopping town,penguin,2038,nsw,19510096,4320123
jake,elphick,26,olympus way,melita,burnett heads,2064,qld,19070201,4724453,jake,yeoman,8,hope street,westella,penrith,2047,vic,19870808,2098452
jake,elphick,26,olympus way,melita,burnett heads,2064,qld,19070201,4724453,jake,mccart hy,19,jacobs street,the richard house,hoppersc rossing,3021,vic,19501129,9421400
henry,dichiera,34,pomeroy street,tower hill,orange,5680,nsw,19000910,7446545,henry,macgowan,5,wynn pulace,parry she,belmoxt,5266,qld,19080417,1834795
imogen,pun,12,templestowe avenue,peak view,belconnen,4214,nsw,19400709,4490158,imogen,carlington,45,mcinnes treet,parish talowahl,girilabmone,2154,nsw,19781117,7912921
imogen,pun,12,templestowe avenue,peak view,belconnen,4214,nsw,19400709,4490158,imogen,camp,42,haines street,roskhill,gretna,4213,,19681214,9359429
imogen,pun,12,templestowe avenue,peak view,belconnen,4214,nsw,19400709,4490158,imogen,kioscses,2,quandong street,overnewton,arundel,5024,sa,19751002,1581588
imogen,pun,12,templestowe avenue,peak view,belconnen,4214,nsw,19400709,4490158,imogen,kakebz,,colebatch place,wearmotuh,torquay,2566,nsw,19591029,7623050
mitchell,ryan,462,badimara street,ainslie house,broken hill,5501,nsw,19580222,8797284,mitchell,hruby,23,illidge place,milrbodale,crescent head,6225,qld,19790712,3945815
mitchell,ryan,462,badimara street,ainslie house,broken hill,5501,nsw,19580222,8797284,mitchell,gohl,165,must circuit,dorothy genders vlge,surrey hills,4130,vic,19410517,2812221
charlotte,valasakis,12,kohlhagen street,gsala view,scarborough,2660,wa,19750220,7975898,charlotte,de chellis,47,kitchener street,rowethorpe,rowsn,2833,nsw,19330807,7941748
cameron,shepherd,91,mckinlay street,pindara medical centre,bonnyrigg,2075,nsw,19690127,6756281,cameron,virgeln,51,wilson crescent,blacklead farm,stephens,2110,nt,19400306,5118228
cameron,shepherd,91,mckinlay street,pindara medical centre,bonnyrigg,2075,nsw,19690127,6756281,cameron,saraxh,6,blacket t crescent,cranbrook,peterborough,4710,qld,19320515,2692792
nicholas,wilde,46,renny place,golden ponds,leongatha,4153,vic,19961119,7886527,nicholas,campbell,23,birchallsetreet,karsul,carnegie,2587,act,19690319,1631489
nicholas,wilde,46,renny place,golden ponds,leongatha,4153,vic,19961119,7886527,nicholas,desantis,114,badcoe street,unioncolalge,elermo re vale,3420,nsw,19970305,4864589
bethany,reid,9,totterdell street,kingaroy garden,deniliquin,2800,qld,19080203,5554694,bethany,eyer,33,madigan street,,balhannah,3165,sa,19170606,5083160
erin,te kawau,5,namatjira drive,glen ayre,magill,2324,qld,19641126,6335645,erin,campbell,11,learmonth drive,lassaan,dulwich hill,4261,,19790408,5750866
erin,te kawau,5,namatjira drive,glen ayre,magill,2324,qld,19641126,6335645,erin,krollig,10,wellslroad,rosehill,auburn,5068,sa,,9780684
nicholas,coffey,12,conder street,kangaroo grnd,cranbourne,2762,qld,19530924,2701477,nicholas,campbell,23,birchallsetreet,karsul,carnegie,2587,act,19690319,1631489
nicholas,coffey,12,conder street,kangaroo grnd,cranbourne,2762,qld,19530924,2701477,nicholas,desantis,114,badcoe street,unioncolalge,elermo re vale,3420,nsw,19970305,4864589
joshua,berryman,91,summerville crescent,medical centre,mount colah,4221,vic,19070709,6570397,joshua,petersen,8,wybalen a grove,lyra park,surry hills,3162,vic,,4895026
joshua,berryman,91,summerville crescent,medical centre,mount colah,4221,vic,19070709,6570397,joshua,bralic,76,myleshclose,old gre en hill,beaumaris,6108,vic,19110727,6708902
joshua,berryman,91,summerville crescent,medical centre,mount colah,4221,vic,19070709,6570397,joshua,cupo,16,greglea village,gabriel place,lobethal,5126,qld,19670425,4178304
joshua,berryman,91,summerville crescent,medical centre,mount colah,4221,vic,19070709,6570397,joshua,dowdney,14,wynn street,tathra,bilpiw,2529,vic,19091220,2519977
joshua,berryman,91,summerville crescent,medical centre,mount colah,4221,vic,19070709,6570397,joshua,rigly,19,east place,kergunyah,kingaroy,3665,vic,19670613,4096438
joshua,berryman,91,summerville crescent,medical centre,mount colah,4221,vic,19070709,6570397,joshua,londrigan,15,mayo strevet,pacificzfhaven,wendouree,2505,sa,19450424,4184958
joshua,berryman,91,summerville crescent,medical centre,mount colah,4221,vic,19070709,6570397,joshua,coleman,16,mosman place,aarlee,koouong,3432,nsw,19501024,2640319
joshua,berryman,91,summerville crescent,medical centre,mount colah,4221,vic,19070709,6570397,joshua,white,85,hindmarsh drive,hobbi t hole,nambour,3840,vic,19230425,7052918
joshua,berryman,91,summerville crescent,medical centre,mount colah,4221,vic,19070709,6570397,joshua,clarke,100,hurley street,phoenix park stud,nollamara,2145,vci,19340629,1162090
joshua,berryman,91,summerville crescent,medical centre,mount colah,4221,vic,19070709,6570397,joshua,webb,10,beetaloo street,tongxroo,brigthon,6110,qld,19040213,5702764
joshua,berryman,91,summerville crescent,medical centre,mount colah,4221,vic,19070709,6570397,joshua,,203,inlander crescent,,bacchus marsh,5353,nsw,19390804,5849743
lucy,braithwaite,65,ellerston avenue,marx garden world,munno para west,2750,qld,19580501,6060746,lucy,hemsmings,4425,mimosa close,kinloch court,lockleys,3850,nsw,19051023,3194253
lucy,braithwaite,65,ellerston avenue,marx garden world,munno para west,2750,qld,19580501,6060746,lucy,crouch,15,wedgewood close,brentwood vlge,dorrvigo,2870,,19891201,3002608
talia,green,130,groom street,killuke,medina,3500,wa,19800109,7656892,talia,lucadou wells,59,de little circuit,,forrestvield,4740,vic,19560221,2600068
courtney,hyland,12,barwon street,sec 1,cobar,2263,vic,19511001,9099158,courtney,whuet,4,green street,armidale private hospital,launching place,2800,nsw,,6763868
bianca,ryan,67,de little circuit,march rising,westmead,6163,wa,19091028,4864427,bianca,morrion,224,sharladn place,brindabella specialist centre,evanstin,4702,vic,19040728,1392522
sophie,nicolle,93,flinders way,hilltop hostel rowethorpe,upwey,3350,vic,19990623,1307303,sophie,campbll,61,belconnen way,hazel hill,,2323,qld,19210520,9019644
daniel,ryan,8,gordon close,blue springs,hamilton,6230,qld,19540105,3698795,daniel,dening,1498,gallow ay street,villa 2,yarrawonga,2191,vic,19810501,5572094
daniel,ryan,8,gordon close,blue springs,hamilton,6230,qld,19540105,3698795,daniel,heron,3,gaunson crescent,munmurra park,jesmond,2457,nsw,19091018,9362456
daniel,ryan,8,gordon close,blue springs,hamilton,6230,qld,19540105,3698795,daniel,dinh,7,liffey circuit,rajamare,franks gon,3266,nsw,19941115,5337955
daniel,ryan,8,gordon close,blue springs,hamilton,6230,qld,19540105,3698795,daniel,miels,5,tenison-woods circuit,kinross,wyalkatchem,2075,nsw,19260812,8272929
daniel,ryan,8,gordon close,blue springs,hamilton,6230,qld,19540105,3698795,daniel,maspn,9,derrington crescent,el pedro caravan park,sunnybank,4350,vic,19500705,5525378
michaela,wasley,10,lake place,faringdon village,coombabah,2192,nsw,19560410,5571708,michaela,motbey,43,badimara street,roweth oroe,rosebud,3345,nsw,19500318,3314402
luke,boyle,1525,fawkner street,,roxburgh park,2343,nsw,19701125,2420976,luke,beattie,16,blinkhorn place,lucerneoark,corrimal,4118,act,19211118,5586410
luke,boyle,1525,fawkner street,,roxburgh park,2343,nsw,19701125,2420976,luke,harrington,80,jaeger circuit,,hughes,4215,nsw,19340611,4560409
kyle,armiento,266,jaeger circuit,kookaburra village,springwood,7307,vic,19570728,3494623,kyle,hawes,6,len waters street,castlesood,greensorough,3171,nsw,19090430,5553221
kyle,armiento,266,jaeger circuit,kookaburra village,springwood,7307,vic,19570728,3494623,kyle,chappel,41,scantlebur y crescent,kiaora,belmont,3550,qld,19130405,6485946
kyle,armiento,266,jaeger circuit,kookaburra village,springwood,7307,vic,19570728,3494623,kyle,leane,13,warrol,macarthur avenue,booragul,2200,nsw,19770320,7924874
kyle,armiento,266,jaeger circuit,kookaburra village,springwood,7307,vic,19570728,3494623,kyle,ryna,33,,rosehill,malvern,2884,tas,19420405,4676455
eliza,mason,33,schonell circuit,john flynn medical centre,mount warren park,2039,sa,19271018,5422520,eliza,schwidder,49,ashleyd rive,,homebush,4740,vic,19071013,5457556
eliza,mason,33,schonell circuit,john flynn medical centre,mount warren park,2039,sa,19271018,5422520,eliza,jolly,25,shout place,jinmara,eaglehawk,2229,nsw,19381031,3608034
eliza,mason,33,schonell circuit,john flynn medical centre,mount warren park,2039,sa,19271018,5422520,eliza,slape,254,bellchambers crescent,bonny doon,dover heights,6230,nsw,19840924,7441870
,rees,45,badimara street,easedale lodge,sanctuary point,2257,nsw,19720228,3996047,,santi,1,griffiths street,rowethorpe,mckinnon,6163,nsw,19151129,2102559
,rees,45,badimara street,easedale lodge,sanctuary point,2257,nsw,19720228,3996047,,clarke,117,hurley street,weemilah,tallebugdera,4021,vic,19010403,4822857
,rees,45,badimara street,easedale lodge,sanctuary point,2257,nsw,19720228,3996047,,oreskovic,16,marrakai strqeet,gooroomon park,ballaat,2035,wa,19710815,4253689
,rees,45,badimara street,easedale lodge,sanctuary point,2257,nsw,19720228,3996047,,leslie,952,carpenter close,,cantebrry,2340,vic,19950608,2438058
,rees,45,badimara street,easedale lodge,sanctuary point,2257,nsw,19720228,3996047,,negri,159,hageltho rn street,port rush parade,port macquarie,4702,qld,19260319,4740975
,rees,45,badimara street,easedale lodge,sanctuary point,2257,nsw,19720228,3996047,,dessart,165,macvitiewplace,brambletye v inyard,lindenow south,4218,,19361017,2517857
,rees,45,badimara street,easedale lodge,sanctuary point,2257,nsw,19720228,3996047,,cocharne,7,monaro crescent,ballafkona,hendra,4128,qld,19361016,5263623
,rees,45,badimara street,easedale lodge,sanctuary point,2257,nsw,19720228,3996047,,zimmermann,71,cannonvale whitsunday shopping centre,johnston street,college park,5010,ws,19131126,2103370
,rees,45,badimara street,easedale lodge,sanctuary point,2257,nsw,19720228,3996047,,clarke,,barangaroo street,apt 8g,blacktown,2615,nsw,19240224,6718271
,rees,45,badimara street,easedale lodge,sanctuary point,2257,nsw,19720228,3996047,,mounc,92,symers street,donald coburn lodg,ferryden park,2100,qld,19000224,4142857
,rees,45,badimara street,easedale lodge,sanctuary point,2257,nsw,19720228,3996047,,donaldson,71,mannheim street,sandalford komestead,urangan,2713,nsw,19320608,5103641
,rees,45,badimara street,easedale lodge,sanctuary point,2257,nsw,19720228,3996047,,george,3,steinwedel atreet,glendal stud,gumdale,6020,vic,19270723,7682028
,rees,45,badimara street,easedale lodge,sanctuary point,2257,nsw,19720228,3996047,,scappatura,3,reuther treet,wattlz brae,east fremantle,3129,nsw,19390522,5932517
,rees,45,badimara street,easedale lodge,sanctuary point,2257,nsw,19720228,3996047,,mason,,schomburgk street,mlc centre,beverly hills,4074,tas,19560710,4752429
,rees,45,badimara street,easedale lodge,sanctuary point,2257,nsw,19720228,3996047,,brain,31,benham street,tagarra,belmont,3161,nsw,19860305,8028191
,rees,45,badimara street,easedale lodge,sanctuary point,2257,nsw,19720228,3996047,,webb,6,whitty crescent,gowrie,,2286,nsw,19450822,1342488
,rees,45,badimara street,easedale lodge,sanctuary point,2257,nsw,19720228,3996047,,white,7,supply place,little gundy,oaklands park,2158,nsw,,5239710
,rees,45,badimara street,easedale lodge,sanctuary point,2257,nsw,19720228,3996047,,kammerman,1,alpen street,,burwood,6154,vic,19360722,6279535
,rees,45,badimara street,easedale lodge,sanctuary point,2257,nsw,19720228,3996047,,longman,10,wassell place,glenarthur,coffs harbour,0812,qld,19390813,7175344
,rees,45,badimara street,easedale lodge,sanctuary point,2257,nsw,19720228,3996047,,reew,45,badimara street,easedale lodge,sanctuary point,2257,nsw,19720228,3996047
,rees,45,badimara street,easedale lodge,sanctuary point,2257,nsw,19720228,3996047,,dixon,13,banambil street,the homestead,lawson,6210,qld,19370314,7753663
,rees,45,badimara street,easedale lodge,sanctuary point,2257,nsw,19720228,3996047,,hag e,62,livingston avenue,enderlee,nunawading,3350,nsw,19210108,4440855
,rees,45,badimara street,easedale lodge,sanctuary point,2257,nsw,19720228,3996047,,blackwell,127,ferrier place,northwood npark,chelsea heights,4211,qld,19570409,8541055
amber,kerslake-ling,5,glencross street,lumley,ballarat,4817,sa,19031228,1079968,amber,heerye,,banjine street,ocher,gawler east,2750,nsw,19170811,7838600
amber,kerslake-ling,5,glencross street,lumley,ballarat,4817,sa,19031228,1079968,amber,trenchuk,38,tarrant crescent,brentwood vlge,carlinfgord,4670,qld,19850711,9303779
,camp,58,dowling street,executive arcade,farrer,2519,qld,19460723,5604647,,santi,1,griffiths street,rowethorpe,mckinnon,6163,nsw,19151129,2102559
,camp,58,dowling street,executive arcade,farrer,2519,qld,19460723,5604647,,clarke,117,hurley street,weemilah,tallebugdera,4021,vic,19010403,4822857
,camp,58,dowling street,executive arcade,farrer,2519,qld,19460723,5604647,,oreskovic,16,marrakai strqeet,gooroomon park,ballaat,2035,wa,19710815,4253689
,camp,58,dowling street,executive arcade,farrer,2519,qld,19460723,5604647,,leslie,952,carpenter close,,cantebrry,2340,vic,19950608,2438058
,camp,58,dowling street,executive arcade,farrer,2519,qld,19460723,5604647,,negri,159,hageltho rn street,port rush parade,port macquarie,4702,qld,19260319,4740975
,camp,58,dowling street,executive arcade,farrer,2519,qld,19460723,5604647,,dessart,165,macvitiewplace,brambletye v inyard,lindenow south,4218,,19361017,2517857
,camp,58,dowling street,executive arcade,farrer,2519,qld,19460723,5604647,,cocharne,7,monaro crescent,ballafkona,hendra,4128,qld,19361016,5263623
,camp,58,dowling street,executive arcade,farrer,2519,qld,19460723,5604647,,zimmermann,71,cannonvale whitsunday shopping centre,johnston street,college park,5010,ws,19131126,2103370
,camp,58,dowling street,executive arcade,farrer,2519,qld,19460723,5604647,,clarke,,barangaroo street,apt 8g,blacktown,2615,nsw,19240224,6718271
,camp,58,dowling street,executive arcade,farrer,2519,qld,19460723,5604647,,mounc,92,symers street,donald coburn lodg,ferryden park,2100,qld,19000224,4142857
,camp,58,dowling street,executive arcade,farrer,2519,qld,19460723,5604647,,donaldson,71,mannheim street,sandalford komestead,urangan,2713,nsw,19320608,5103641
,camp,58,dowling street,executive arcade,farrer,2519,qld,19460723,5604647,,george,3,steinwedel atreet,glendal stud,gumdale,6020,vic,19270723,7682028
,camp,58,dowling street,executive arcade,farrer,2519,qld,19460723,5604647,,scappatura,3,reuther treet,wattlz brae,east fremantle,3129,nsw,19390522,5932517
,camp,58,dowling street,executive arcade,farrer,2519,qld,19460723,5604647,,mason,,schomburgk street,mlc centre,beverly hills,4074,tas,19560710,4752429
,camp,58,dowling street,executive arcade,farrer,2519,qld,19460723,5604647,,brain,31,benham street,tagarra,belmont,3161,nsw,19860305,8028191
,camp,58,dowling street,executive arcade,farrer,2519,qld,19460723,5604647,,webb,6,whitty crescent,gowrie,,2286,nsw,19450822,1342488
,camp,58,dowling street,executive arcade,farrer,2519,qld,19460723,5604647,,white,7,supply place,little gundy,oaklands park,2158,nsw,,5239710
,camp,58,dowling street,executive arcade,farrer,2519,qld,19460723,5604647,,kammerman,1,alpen street,,burwood,6154,vic,19360722,6279535
,camp,58,dowling street,executive arcade,farrer,2519,qld,19460723,5604647,,longman,10,wassell place,glenarthur,coffs harbour,0812,qld,19390813,7175344
,camp,58,dowling street,executive arcade,farrer,2519,qld,19460723,5604647,,reew,45,badimara street,easedale lodge,sanctuary point,2257,nsw,19720228,3996047
,camp,58,dowling street,executive arcade,farrer,2519,qld,19460723,5604647,,dixon,13,banambil street,the homestead,lawson,6210,qld,19370314,7753663
,camp,58,dowling street,executive arcade,farrer,2519,qld,19460723,5604647,,hag e,62,livingston avenue,enderlee,nunawading,3350,nsw,19210108,4440855
,camp,58,dowling street,executive arcade,farrer,2519,qld,19460723,5604647,,blackwell,127,ferrier place,northwood npark,chelsea heights,4211,qld,19570409,8541055
benjamin,yen,43,kambalda crescent,elmwood,findon,3807,nsw,19850706,7843492,benjamin,lette,34,condami nestreet,arcadia,silverdale,4670,nsw,19600502,7897136
benjamin,yen,43,kambalda crescent,elmwood,findon,3807,nsw,19850706,7843492,benjamin,boccukzzo,1,ashley drive,oyster farm,buckleboo,3165,sa,19730308,5401507
benjamin,yen,43,kambalda crescent,elmwood,findon,3807,nsw,19850706,7843492,benjamin,mcclelland,16,brodribb street,vill a 18,noble park,6714,vic,19470605,5728937
benjamin,yen,43,kambalda crescent,elmwood,findon,3807,nsw,19850706,7843492,benjamin,rivers,31,barlow street,doribkn,alice springs,2298,vic,19160517,4713796
hannah,jolly,89,,palm lake resort,joondalup,3550,nsw,19020625,2585701,hannah,sandman,32,mcinnes street,,lewiston,3134,sa,19690707,2339019
hannah,jolly,89,,palm lake resort,joondalup,3550,nsw,19020625,2585701,hannah,insley,4,wanganeen avenue,plumptonpark,drysdale,3199,vic,19921024,3031015
hannah,jolly,89,,palm lake resort,joondalup,3550,nsw,19020625,2585701,hannah,bishop,79,merriman crescent,,millgorve,4625,nsw,19740414,4492531
